Temperatura,Dia_Semana,Feriado,Chuva,Pratos_Vendidos
21.489734530613237,0,0,0,62
23.361689267011158,5,0,0,110
23.039459234339212,2,0,0,84
17.682425259339407,2,0,0,78
26.48060138532288,0,0,0,58
26.305276360899448,4,0,0,98
25.025567283212304,0,0,1,37
23.827064333124266,1,0,0,76
17.92314628974793,0,0,0,55
22.896773386173205,2,0,0,71
23.286427417366152,6,0,1,103
20.988613653891903,0,0,0,68
24.193571441669953,4,0,0,105
27.020254284072692,6,0,0,120
34.43092950605265,5,0,0,109
25.872889064159196,3,0,1,72
26.28775195361382,0,0,0,62
24.627770421169163,4,0,0,97
15.406143923504793,6,0,1,100
24.867430622753915,4,0,1,91
25.301151049705133,5,0,0,113
37.316210562426434,2,0,1,69
24.038195176094387,4,0,0,97
26.507736711668063,6,0,0,130
24.826441151473784,4,0,0,102
19.15660981190234,4,0,0,96
30.714114072575104,4,0,0,105
28.759665163433873,1,0,1,56
28.955159735215233,1,0,1,55
20.453062726026303,2,0,0,86
32.013971554680495,0,0,1,47
17.990744686038596,4,0,0,97
27.934285469001352,5,0,0,115
35.952278129049894,0,0,0,70
20.04731837434656,5,0,0,103
22.16851135198614,0,0,1,46
25.498256825438204,2,0,1,61
22.482621729419005,4,0,0,99
17.246682844669337,4,0,0,102
25.342814874030136,3,0,0,96
19.688481431369475,5,0,0,106
27.36796215317591,0,0,1,47
20.402878828830985,0,0,0,57
32.7496720250877,1,0,0,85
21.083733538318814,3,0,0,86
23.38969241897162,6,1,0,152
29.067586086848348,6,0,0,120
18.845678417830225,1,0,0,80
26.137299673020646,1,0,0,66
31.53571377141214,1,0,0,78
16.96258382719386,5,0,1,84
25.92316929266152,5,0,0,111
26.299413971242117,2,0,0,85
28.90911435888655,2,0,1,70
18.81524644560959,1,0,0,77
18.397716934578618,3,0,1,61
27.60970782808449,0,0,0,65
26.48492336616593,5,0,0,120
26.252464251729382,3,0,0,84
26.732241047484877,4,0,0,104
21.599876392107547,5,0,0,110
26.161268485805017,5,0,0,115
26.465362366493405,2,0,0,79
21.42824290986816,0,0,0,53
34.328872555723784,0,0,0,57
27.36916460455894,6,0,1,108
19.043482513986756,6,0,1,105
28.28276804316915,6,0,1,105
20.126591648863393,6,0,0,117
28.93542301871226,4,0,0,96
30.79297789503702,4,0,0,108
20.89658840824145,5,0,0,104
29.81688064622161,1,0,0,71
27.06390463468249,2,0,0,80
29.11030079997245,2,0,0,83
34.48396491326974,6,0,0,123
23.773059419985646,5,0,0,112
21.23131917821255,3,0,0,87
20.552427851872384,1,1,0,103
20.920948575172808,5,0,1,95
24.614491452929478,1,0,0,72
26.70575987408322,1,0,0,75
26.383453996650097,1,1,0,113
29.13591624518012,5,0,0,108
25.065009459389536,6,0,0,116
32.26767038578659,2,0,0,89
23.67671583381022,2,0,0,91
38.600845832948096,6,0,0,127
28.12833673882503,1,0,0,82
20.714212217918586,3,0,0,90
19.64553750969444,0,0,1,36
27.412362076215928,5,0,0,108
23.882686073370746,0,0,0,65
28.57000247046046,6,0,1,99
27.366188122867726,3,0,0,94
24.635855436715637,5,0,0,120
20.766031409657977,6,0,0,118
17.425763876570677,1,0,0,75
22.767425239664895,2,0,1,55
29.28199397161736,0,0,0,61
26.07046872065102,4,0,1,75
18.771306106440058,4,0,0,99
25.86590462925591,3,0,0,96
26.926586898644185,1,0,0,73
20.580712818994336,0,0,0,66
25.76862552972764,1,0,0,69
25.29104359223,0,0,1,43
19.285148510846884,3,0,0,87
26.788936801741418,3,0,1,75
27.80392263184117,4,0,0,106
30.415256215876383,1,0,1,58
30.269010260174515,5,0,0,109
18.111653160214544,4,0,0,94
20.310874800424386,1,0,1,46
27.5751763360433,4,0,0,102
27.568929754561044,5,0,0,114
27.575238431530238,2,0,0,87
44.26365745327361,2,0,0,87
27.854452553465833,2,0,1,55
30.677828200902994,2,0,0,96
29.770008817466014,6,0,0,119
28.25695625652899,0,0,0,68
23.42365377679827,6,0,0,121
28.794846102466337,6,0,0,125
21.13587392731214,6,0,0,120
23.815906966299956,2,0,0,79
22.573182260854484,5,0,0,113
25.409370696931614,3,0,0,90
36.573292833367546,3,0,0,104
15.66367403704126,0,0,0,60
28.43130095187257,2,0,0,87
16.936420644051744,2,0,0,75
22.640340671052833,2,0,0,80
30.444752984836832,4,0,0,99
25.321400095477316,1,0,0,70
19.61127611035347,4,0,0,94
21.42348145370016,1,0,0,77
28.39798874467338,2,0,0,84
21.34816684141432,2,0,0,81
26.082292947909874,4,0,0,101
25.22785919951907,4,0,0,103
21.741998261970913,1,0,1,63
35.719720446626624,3,0,0,96
28.169595111590056,1,0,0,70
14.874287066711965,4,0,0,100
25.93227157384714,5,0,0,100
21.69106767615806,4,0,0,101
29.26216667398112,5,0,1,92
21.037396307836495,0,0,0,55
24.426317792665504,4,0,0,104
27.524936394902287,0,0,0,64
29.328775970850607,3,0,0,85
18.998517964721117,1,0,0,66
23.327493820795258,5,0,0,97
22.62527344419522,1,0,0,72
21.73335383713144,0,0,0,62
33.82727120140548,5,0,0,112
27.024908554804778,1,0,0,76
18.695580228324772,4,0,0,92
29.58930973527388,2,0,0,79
35.610780985063165,0,0,0,69
30.162326302755734,1,0,0,71
17.403150170229935,0,0,0,58
22.578829635668743,6,0,0,118
31.334555745933113,0,0,1,43
21.461652671906094,5,0,0,108
27.219097140731144,6,0,0,120
28.873170267146683,5,1,0,145
20.365347642109583,2,0,0,77
24.702373219691,6,0,0,122
8.793663299654636,4,0,0,90
19.878061793328552,0,0,1,32
23.7371592430342,1,0,0,76
18.761084090175753,3,0,0,91
33.16205651965818,0,0,0,78
17.849293110196836,0,0,1,33
22.799777566515083,2,0,0,80
25.653702886430455,4,0,1,82
32.20636644533058,3,0,0,101
17.8206892441028,6,0,1,96
30.815818760774796,6,0,0,119
25.051165305097935,6,0,1,108
20.092456744760245,5,0,0,108
27.310517371316354,5,0,1,98
25.99529847786735,1,0,0,76
21.998915614206027,3,0,0,90
25.349010424950094,6,0,0,121
23.0734320156912,5,0,0,109
25.56758672625624,1,0,0,72
28.310653372605234,4,0,0,108
32.93008408072676,1,0,0,72
18.810922505865754,5,0,0,109
35.665166873281336,2,0,1,62
15.239561002387491,2,0,0,72
24.241074524822082,6,0,1,101
27.941586032422883,2,0,0,74
26.404959338675162,6,0,0,133
21.88650240089703,6,0,0,114
23.959388748213623,5,0,0,111
22.534995326705836,2,0,0,87
22.053176215278942,6,0,0,116
29.248010485105123,3,0,0,83
26.785077429825236,4,0,0,101
21.535452023696728,1,0,1,46
29.497999377166252,1,0,1,43
26.536497604383047,5,0,0,114
29.0643105941948,2,0,0,85
28.14814420961806,2,0,0,89
20.855024945389637,6,0,0,114
22.199094799015153,0,0,0,53
28.736468025616308,6,0,0,122
28.051851327167324,4,0,0,103
24.89549203017926,3,0,1,77
25.58663691654391,1,0,0,79
31.388324478942124,6,0,0,131
22.04214305582085,0,0,0,62
27.735486905850188,0,0,0,67
23.98903673783053,6,0,0,118
23.9115939838639,5,0,1,92
30.49388425993595,1,0,0,69
29.12708174494015,5,0,1,94
29.067548180003193,3,0,0,94
31.527394035771646,0,0,0,74
25.105019208163796,0,0,0,61
28.40976485647482,4,0,0,104
23.44866621703272,3,0,1,72
26.62083176244221,0,0,1,41
24.349284728161578,3,0,0,88
25.48497982496359,1,0,0,79
27.97578512718457,2,0,0,79
20.908896583832636,0,0,1,33
35.4619363784273,4,0,0,111
19.96991309250149,1,0,0,75
18.92905693606134,6,1,0,147
30.790554367500338,3,0,0,93
28.95831346981468,6,0,0,125
28.120599085260775,5,0,0,110
28.1417275463214,1,0,1,50
24.938766135765427,6,0,0,126
20.51372814257084,0,0,0,63
25.37902279096863,3,0,1,79
21.61419144243944,2,0,0,74
29.875598667088756,1,0,1,52
24.264713092489306,0,0,0,63
20.872514016037442,4,0,0,95
23.393070791735035,5,0,1,94
27.06465727137812,3,1,0,129
22.181377235980126,1,0,0,68
20.888898022167844,1,0,0,70
26.218436057459563,2,0,0,90
26.224832855543614,2,0,0,92
22.46528412314435,4,0,0,104
22.644808471908387,5,0,1,94
26.16024968678818,4,0,0,98
17.75957829251338,0,0,0,60
17.962681128117225,0,0,0,61
21.40777889373782,4,0,0,99
23.932764241440765,5,0,0,108
26.554537827990025,4,1,1,106
32.37678108474776,5,0,0,107
29.288298116010097,5,0,0,104
24.200307350182864,6,0,0,124
24.904918960486555,3,0,0,93
19.987353176810956,5,0,0,107
24.90743432003805,2,0,0,80
23.55670680539931,5,0,1,92
26.613592801690448,5,0,0,112
20.863845282238387,5,0,0,103
27.596732571205862,6,0,0,128
32.66369456501289,6,0,0,127
24.456199257715713,0,0,0,63
27.008558610494706,6,0,0,127
28.450719958555563,2,0,0,80
